U_star	 LCO_Heave	 LCO_Pitch_deg	 LCO_Flap_deg	 Freq_Ratio	 X0_1	 X0_2	 X0_3	 X0_4	 X0_5	 X0_6	 X0_7	 X0_8	 X0_9	 X0_10	 X0_11	 X0_12
3.06769100301454	0	0	0	0.0946646195681933	0	0	0	0	0	0	0	0	0	0	0	0
3.06869100301454	0.000156607270831072	0.0360680795677712	0.330564633518388	0.0946434662477814	0.0000244581999044967	-0.000102119964975669	-0.0000842122057710972	0.00015111152222721	-0.000605645770347369	0.00576770319297521	-0.0000494321785460792	0.0000470557449638794	0.000209629899248673	-0.000179366405292629	0.00097450607766866	0.0040901563556726
3.07047709881776	0.000261369297845674	0.0601640134500034	0.551716135786058	0.0946057137302313	0.0000408205800476881	-0.000170457423223638	-0.000140538075755373	0.00025218961316489	-0.00101018001761625	0.00962636107032411	-0.0000825700584507623	0.0000785743327722086	0.00035029418873327	-0.00029905706694541	0.00162757265860262	0.00683060169630917
3.07309609485364	0.000363980116222278	0.0837189529452427	0.768356012590838	0.09455042420442	0.0000568485357577711	-0.000237426965043511	-0.000195695850436151	0.000351181167325795	-0.00140551768439609	0.0134062982214046	-0.000115129662551802	0.000109505203861707	0.000488699634372093	-0.000415858039148331	0.00226893321534533	0.00952108194405159
3.07647372875817	0.00046386156585039	0.106586003847816	0.979270346497196	0.0944792380742136	0.0000724520843062755	-0.000302661246859627	-0.000249370632612783	0.000447525147294815	-0.00178915871039779	0.0170863336578011	-0.000146958313633119	0.000139692514649555	0.000624257510970267	-0.000528977469095654	0.00289548743938203	0.0121483294615065
3.08052798070127	0.000560640150116334	0.128668823911137	1.18367337202958	0.0943939681975552	0.0000875729809149283	-0.000365923163463202	-0.000301358008426578	0.000540858877838079	-0.00215946062576378	0.0206527569356529	-0.000177959971871027	0.000169037654443	0.000756605052003564	-0.000637888963000286	0.00350527584603799	0.0147039244842483
3.08517678981658	0.00065412293637259	0.149915817573122	1.38115693923605	0.094296429631052	0.000102180974615418	-0.000427090389921652	-0.000351551068362491	0.000630994724625746	-0.00251554041046667	0.0240984463840275	-0.00020808823141511	0.000197492323960075	0.00088557681284939	-0.000742301686649925	0.00409733989089757	0.0171837035935225
3.09034315434759	0.000744258249380469	0.170310560004317	1.57160819014001	0.0941883268521606	0.000116267707449958	-0.000486130263519724	-0.000399919219630179	0.000717882030012875	-0.00285711234957059	0.0274214327000886	-0.000237335144620407	0.000225047379241606	0.00101115945711195	-0.000842110614114925	0.00467149792148339	0.0195868102617642
3.09595780915725	0.000831094734714582	0.189861774881675	1.75512387410038	0.094071194301598	0.000129840363778502	-0.000543073669437158	-0.00044648611296082	0.000801567457707448	-0.00318431821358552	0.0306234038970338	-0.000265719697069349	0.000251721273712893	0.00113344535633679	-0.000937344265784848	0.00522811373867303	0.0219147131461351
3.10196013504755	0.000914746190028895	0.208594688501556	1.93193677683133	0.09394637591917	0.000142916216796231	-0.000597992639777547	-0.000491310675055993	0.00088216091551441	-0.00349758067379067	0.0337084216134875	-0.000293277990070303	0.000277550172983182	0.00125259323040907	-0.00102811948559992	0.00576789915987432	0.024170367926377
3.10829798277802	0.000995364590821744	0.226544368919544	2.10235932575264	0.0938150286775559	0.000155518447741387	-0.000650983200173213	-0.000534472556977294	0.000959809410614141	-0.00379749030142731	0.0366819371199723	-0.000320055779709743	0.000302580409490459	0.00136879837408591	-0.00111460648788845	0.00629176373562605	0.0263575787518342
3.11492693676106	0.00107312093891131	0.243755570182428	2.2667435782757	0.0936781385607571	0.000167673179215407	-0.00070215321460045	-0.000576061799319415	0.00103467848050039	-0.00408472485101316	0.0395500931795623	-0.000346103238302573	0.000326863156538028	0.00148227187132688	-0.00119700381236926	0.00680070902655473	0.0284805485367815
3.12180935885965	0.00114819245271843	0.260267925338263	2.42545448267882	0.0935365414779412	0.000179407492243722	-0.000751614275237867	-0.000616171916512462	0.0011069397672894	-0.0043599948515837	0.0423192574927761	-0.000371471500972119	0.000350450892932312	0.0015932269968291	-0.00127552137460089	0.00729575872923746	0.030543581316214
3.12891340642729	0.00122075445202967	0.276122137741618	2.57885295750005	0.0933909448172945	0.000190748171161785	-0.000799476581666654	-0.000654895512521915	0.00117676314093068	-0.00462400876821748	0.0449957274591988	-0.000396210521909852	0.000373395186973269	0.00170187086749577	-0.00135036955361707	0.00777791514310504	0.0325508964264349
3.13621212152513	0.00129097552141968	0.291358654558016	2.72728582340178	0.0932419474849701	0.000201720956531212	-0.000845845904083423	-0.000692321664812929	0.00124431200039859	-0.00487745190445184	0.0475855545034388	-0.000420367836414395	0.000395745397235958	0.00180839970713297	-0.00142175252982485	0.0082481338855763	0.0345065202261165
3.14368263055195	0.00135901487000791	0.306015831230451	2.87108032167696	0.0930900575479562	0.000212350138156923	-0.000890821939630888	-0.000728534493122586	0.00130974070455511	-0.00512097456688258	0.0500944484305378	-0.000443987922705894	0.000417547983833453	0.00191299648967352	-0.00148986449677204	0.00870731071485091	0.0364142293223483
3.15130546234511	0.00142502111305133	0.320129595677101	3.01054159905048	0.0929357072902476	0.000222658368100153	-0.000934497568243033	-0.000763612495476995	0.00137319338232028	-0.00535518627212723	0.0525277335385152	-0.000467111946379181	0.000438846211919375	0.00201583008835797	-0.00155488775496008	0.00915627609685979	0.0382775267863537
3.15906397765899	0.00148913194374481	0.333733336796603	3.14595204729583	0.0927792658290067	0.000232666611290076	-0.000976958669752211	-0.000797628364796963	0.00143480360694188	-0.00558065377540181	0.0548903370945662	-0.000489777739756979	0.000459680098302054	0.00211705533973467	-0.00161699200199157	0.0095957945429975	0.0400996387318037
3.16694389675553	0.00155147434070062	0.346857929639508	3.27757175700362	0.0926210495762785	0.000242394178818515	-0.00101828427710417	-0.000830649094901887	0.00149469459067726	-0.00579790143186561	0.0571867972515561	-0.000512019918590147	0.000480086502224001	0.00221681363406176	-0.00167633435812194	0.0100265667519482	0.0418835228960025
3.17493286626786	0.00161216569971308	0.359531980988054	3.4056409246746	0.0924613316479348	0.00025185890570904	-0.00105854732874533	-0.000862736589413446	0.00155298027296931	-0.00600741527907479	0.0594213050464071	-0.000533870274925452	0.000500099482755165	0.00231523464602079	-0.00173306051658336	0.0104492372439412	0.043631900414149
3.18302032219527	0.0016713119292839	0.37178138967834	3.53037577494293	0.0923003457137241	0.000261076850089943	-0.00109781340757256	-0.000893946613754117	0.00160976348443408	-0.00620963565946335	0.0615976332512313	-0.000555357166103215	0.000519749734273322	0.00241243374472876	-0.0017873025594726	0.0108643823397083	0.0453472053025092
3.19119694235972	0.00172901220034882	0.383630427523264	3.65197866362463	0.0921382969277581	0.00027006303942972	-0.00113614387124174	-0.000924331376440358	0.00166514052468659	-0.00640497532825191	0.0637193126506682	-0.000576507057416776	0.000539066020004237	0.00250851859573518	-0.00183918425768274	0.0112725404414945	0.0470317113666622
3.1994546282694	0.00178535689328566	0.395101272545762	3.77063367604204	0.0919753631870464	0.000278831145894565	-0.00117359448669608	-0.000953938401350156	0.00171919918497039	-0.00659381164133417	0.0657895552419162	-0.000597343846880111	0.000558074554153121	0.00260358626904742	-0.00188881878114674	0.0116741987987985	0.0486874767145048
3.20778627485697	0.00184042904611043	0.406214342031881	3.88650968674375	0.0918117000459735	0.000287393712643949	-0.00121021637543815	-0.000982811309115469	0.00177202014542366	-0.00677649214745151	0.0678113076207512	-0.000617889323804292	0.000576799435848443	0.00269772518678973	-0.0019363103464574	0.0120698025422558	0.0503163816646514
3.21618562279836	0.00189430503005645	0.41698845041396	3.99976177268847	0.0916474440133861	0.000295762258548435	-0.00124605644813601	-0.00101099017799303	0.00182367762795327	-0.00695333724819344	0.0697872756389258	-0.000638163374349483	0.00059526284915838	0.00279101598543934	-0.00198175500760782	0.0124597587566896	0.0519201458727357
3.22464713591147	0.0019470551732507	0.427440955853509	4.11053251657378	0.0914827152937333	0.000303947374785692	-0.00128115780492515	-0.00103851187702753	0.00187423999918036	-0.00712464266995735	0.0717199471448371	-0.000658184169252786	0.000613485246691464	0.00288353229971531	-0.00202524139346118	0.0128444402072801	0.0535003440137092
3.23316589893711	0.00199874433068609	0.43758789480203	4.21895319688713	0.0913176200755651	0.000311958813055876	-0.00131556010053589	-0.00106541037050726	0.00192377032163785	-0.00729068173488045	0.0736116127477327	-0.000677968333894709	0.000631485516625925	0.00297534147010226	-0.00206685138707598	0.0132241887198359	0.0550584200189036
3.24173753197385	0.00204943240110152	0.44744410447812	4.32514486621028	0.0911522524497696	0.000319805565526028	-0.00134929987484083	-0.00109171699401799	0.00197232685375724	-0.00745170742913871	0.075464384632164	-0.000697531101378752	0.000649281133606448	0.00306650517772078	-0.00210666074572672	0.0135993182269875	0.0565956999138726
3.25035811856287	0.00209917479331726	0.457023333713822	4.42921932330143	0.0909866960239707	0.000327495936909903	-0.0013824108506093	-0.00111746070344591	0.00201996350106798	-0.00760795427584745	0.0772802135190668	-0.000716886449739953	0.000666888294442531	0.00315708001184643	-0.00214473966330797	0.013970117501381	0.058113403343169
3.25902414499978	0.00214802284558195	0.466338342903116	4.53127998654648	0.0908210252867265	0.000335037609243658	-0.001414924200865	-0.00114266829882725	0.00206673022201897	-0.00775964002463227	0.0790609039059249	-0.00073604722460824	0.0006843220397851	0.00324711797605454	-0.0021811532783979	0.0143368526013495	0.0596126538874141
3.26773244891451	0.00219602420191216	0.475400993915885	4.63142267722557	0.0906553067649479	0.000342437699981537	-0.00144686878848709	-0.00116736462517369	0.00211267339225022	-0.00790696717222421	0.0808081277333787	-0.000755025248704619	0.000701596363044828	0.0033366669390604	-0.00221596213204334	0.0146997690558608	0.061094488284189
3.27648017553088	0.00224322314948567	0.48422647275412	4.7297363211822	0.0904896000097768	0.000349702814046593	-0.00147827138072505	-0.00119157275244798	0.00215783613122589	-0.00805012432918034	0.0825234366281136	-0.000773831419519439	0.000718724307811843	0.00342577103611412	-0.00224922257962351	0.0150590938151502	0.0625598646630419
