U_star, Amplitude, DOF_ID (1=Heave 2=Pitch 3=Flap)
2.471825,5.154429,2.000000
2.471825,5.155839,2.000000
2.471825,5.157144,2.000000
2.471825,5.158278,2.000000
2.471825,5.159297,2.000000
2.471825,5.160218,2.000000
2.471825,5.161021,2.000000
2.471825,5.161754,2.000000
2.471825,5.162399,2.000000
2.471825,5.162975,2.000000
2.471854,5.144448,2.000000
2.471854,5.146912,2.000000
2.471854,5.149231,2.000000
2.471854,5.151217,2.000000
2.471854,5.153015,2.000000
2.471854,5.154644,2.000000
2.471854,5.156049,2.000000
2.471854,5.157348,2.000000
2.471854,5.158482,2.000000
2.471854,5.159496,2.000000
2.471854,5.160416,2.000000
2.471854,5.161216,2.000000
2.471854,5.161947,2.000000
2.471854,5.162592,2.000000
2.471854,5.163165,2.000000
2.471915,5.144942,2.000000
2.471915,5.147383,2.000000
2.471915,5.149687,2.000000
2.471915,5.151674,2.000000
2.471915,5.153450,2.000000
2.471915,5.155079,2.000000
2.471915,5.156474,2.000000
2.471915,5.157764,2.000000
2.471915,5.158897,2.000000
2.471915,5.159901,2.000000
2.471915,5.160819,2.000000
2.471915,5.161615,2.000000
2.471915,5.162340,2.000000
2.471915,5.162983,2.000000
2.471915,5.163552,2.000000
2.472041,5.145942,2.000000
2.472041,5.148348,2.000000
2.472041,5.150617,2.000000
2.472041,5.152606,2.000000
2.472041,5.154345,2.000000
2.472041,5.155968,2.000000
2.472041,5.157349,2.000000
2.472041,5.158619,2.000000
2.472041,5.159751,2.000000
2.472041,5.160737,2.000000
2.472041,5.161649,2.000000
2.472041,5.162438,2.000000
2.472041,5.163152,2.000000
2.472041,5.163793,2.000000
2.472041,5.164353,2.000000
2.472313,5.147995,2.000000
2.472313,5.150368,2.000000
2.472313,5.152560,2.000000
2.472313,5.154553,2.000000
2.472313,5.156234,2.000000
2.472313,5.157835,2.000000
2.472313,5.159200,2.000000
2.472313,5.160431,2.000000
2.472313,5.161557,2.000000
2.472313,5.162517,2.000000
2.472313,5.163412,2.000000
2.472313,5.164193,2.000000
2.472313,5.164887,2.000000
2.472313,5.165522,2.000000
2.472313,5.166070,2.000000
2.472937,5.152391,2.000000
2.472937,5.154767,2.000000
2.472937,5.156832,2.000000
2.472937,5.158792,2.000000
2.472937,5.160429,2.000000
2.472937,5.161954,2.000000
2.472937,5.163309,2.000000
2.472937,5.164481,2.000000
2.472937,5.165579,2.000000
2.472937,5.166517,2.000000
2.472937,5.167372,2.000000
2.472937,5.168141,2.000000
2.472937,5.168807,2.000000
2.472937,5.169423,2.000000
2.472937,5.169958,2.000000
2.474126,5.160260,2.000000
2.474126,5.162612,2.000000
2.474126,5.164618,2.000000
2.474126,5.166450,2.000000
2.474126,5.168095,2.000000
2.474126,5.169521,2.000000
2.474126,5.170840,2.000000
2.474126,5.171986,2.000000
2.474126,5.173016,2.000000
2.474126,5.173947,2.000000
2.474126,5.174758,2.000000
2.474126,5.175499,2.000000
2.474126,5.176151,2.000000
2.474126,5.176732,2.000000
2.474126,5.177258,2.000000
2.475572,5.169493,2.000000
2.475572,5.171752,2.000000
2.475572,5.173772,2.000000
2.475572,5.175500,2.000000
2.475572,5.177135,2.000000
2.475572,5.178525,2.000000
2.475572,5.179790,2.000000
2.475572,5.180935,2.000000
2.475572,5.181918,2.000000
2.475572,5.182833,2.000000
2.475572,5.183628,2.000000
2.475572,5.184339,2.000000
2.475572,5.184985,2.000000
2.475572,5.185545,2.000000
2.475572,5.186058,2.000000
2.477274,5.180110,2.000000
2.477274,5.182279,2.000000
2.477274,5.184307,2.000000
2.477274,5.185988,2.000000
2.477274,5.187589,2.000000
2.477274,5.188976,2.000000
2.477274,5.190197,2.000000
2.477274,5.191336,2.000000
2.477274,5.192300,2.000000
2.477274,5.193192,2.000000
2.477274,5.193983,2.000000
2.477274,5.194673,2.000000
2.477274,5.195312,2.000000
2.477274,5.195864,2.000000
2.477274,5.196364,2.000000
2.479226,5.192105,2.000000
2.479226,5.194220,2.000000
2.479226,5.196239,2.000000
2.479226,5.197911,2.000000
2.479226,5.199477,2.000000
2.479226,5.200867,2.000000
2.479226,5.202065,2.000000
2.479226,5.203193,2.000000
2.479226,5.204153,2.000000
2.479226,5.205028,2.000000
2.479226,5.205816,2.000000
2.479226,5.206497,2.000000
2.479226,5.207128,2.000000
2.479226,5.207676,2.000000
2.479226,5.208167,2.000000
2.481426,5.205476,2.000000
2.481426,5.207567,2.000000
2.481426,5.209576,2.000000
2.481426,5.211254,2.000000
2.481426,5.212798,2.000000
2.481426,5.214194,2.000000
2.481426,5.215383,2.000000
2.481426,5.216503,2.000000
2.481426,5.217465,2.000000
2.481426,5.218329,2.000000
2.481426,5.219117,2.000000
