U_star	 LCO_Heave	 LCO_Pitch_deg	 LCO_Flap_deg	 Freq_Ratio	 X0_1	 X0_2	 X0_3	 X0_4	 X0_5	 X0_6	 X0_7	 X0_8	 X0_9	 X0_10	 X0_11	 X0_12
2.507305423745299855e+00	2.895954184235443804e-03	9.469372637143674831e-01	3.998780655696945630e+00	1.106838375370443883e-01	2.917248963866830207e-04	-9.174478225552358925e-04	-1.207274572090376741e-03	2.865496919873091689e-03	-1.647505503863526052e-02	6.977049796243958713e-02	-3.324773018452993199e-04	9.894187964253405455e-04	3.502513169723465276e-04	-7.007516084662074318e-03	8.982453251115039838e-03	3.852841584764032240e-02
2.511488628755748298e+00	3.047947026671744310e-03	9.970752812954611910e-01	4.217629056181435132e+00	1.105928908540151356e-01	3.074679263289557775e-04	-9.683683992506194856e-04	-1.274195599819652816e-03	3.015754585939052750e-03	-1.734707050073269058e-02	7.358890881790473848e-02	-3.514395066979780573e-04	1.041894675119216847e-03	3.748199523718930221e-04	-7.383451100221248911e-03	9.486771230862013279e-03	4.068735697931900180e-02
2.515861633326933688e+00	3.197297532867661440e-03	1.046405204722532289e+00	4.434077235189507249e+00	1.104978168180508341e-01	3.230049758661341567e-04	-1.018839672193953176e-03	-1.340504377547448991e-03	3.163378091683904068e-03	-1.820498311246404599e-02	7.736543444390174551e-02	-3.703178031754357177e-04	1.093552909207654066e-03	3.999709545570364765e-04	-7.754152898198011026e-03	9.987647319623241607e-03	4.283087456619471406e-02
2.520417960579472094e+00	3.343967379892168711e-03	1.094913400030540052e+00	4.648076935700988344e+00	1.103987618556901418e-01	3.383324344808749965e-04	-1.068851632402982414e-03	-1.406185331119928252e-03	3.308329289787760672e-03	-1.904855501503996754e-02	8.109923277122180196e-02	-3.891109498712077511e-04	1.144382992284817459e-03	4.257139143544714588e-04	-8.119539315822259240e-03	1.048502675044684154e-02	4.495871204314396546e-02
2.525151146063314922e+00	3.487928943367633091e-03	1.142589380726067638e+00	4.859588847264165956e+00	1.102958733121271878e-01	3.534474895056030500e-04	-1.118395897068966312e-03	-1.471224973981436661e-03	3.450580700756395586e-03	-1.987760327975816865e-02	8.478961785534880335e-02	-4.078180669106293310e-04	1.194377807653892055e-03	4.520562987083671198e-04	-8.479548842018954508e-03	1.097886884411445295e-02	4.707067483956556969e-02
2.530054767559442919e+00	3.629164642131987167e-03	1.189425628705327309e+00	5.068582172340732050e+00	1.101892987800342366e-01	3.683480824589493953e-04	-1.167465640956111880e-03	-1.535611835460486043e-03	3.590114858843313026e-03	-2.069199678123185421e-02	8.843605230836106001e-02	-4.264386179621032134e-04	1.243533409390778013e-03	4.790036017140554070e-04	-8.834139368577147503e-03	1.146914626056958625e-02	4.916662709473686860e-02
2.535122471884317719e+00	3.767666243771350572e-03	1.235417402829646072e+00	5.275034151965483531e+00	1.100791854771148853e-01	3.830328620978871654e-04	-1.216055519629475690e-03	-1.599336377701448056e-03	3.726923619011019567e-03	-2.149165285535447473e-02	9.203813902088230081e-02	-4.449723904015229800e-04	1.291848791790781116e-03	5.065595007991396384e-04	-9.183286864669340174e-03	1.195584418653339830e-02	5.124648809347256279e-02
2.540347998649576056e+00	3.903434145863030752e-03	1.280562539335826200e+00	5.478929561625463407e+00	1.099656796757134541e-01	3.975011352239752748e-04	-1.264161586362942766e-03	-1.662390903384537016e-03	3.861007439735969493e-03	-2.227653381492135723e-02	9.559561236438307574e-02	-4.634194740912718448e-04	1.339325652059557108e-03	5.347260148916970499e-04	-9.526984003220427891e-03	1.243895947763858610e-02	5.331022850254811540e-02
2.545725200992394299e+00	4.036476646342638044e-03	1.324861247892316074e+00	5.680260187541976258e+00	1.098489261865406574e-01	4.117528161973198382e-04	-1.311781204491730551e-03	-1.724769456324485488e-03	3.992374655036616017e-03	-2.304664338942567434e-02	9.910832905154513817e-02	-4.817802392115601317e-04	1.385968150609364399e-03	5.635036618187504393e-04	-9.865238764929545184e-03	1.291849977212589096e-02	5.535786648266088905e-02
2.551248063347765882e+00	4.166809214855678872e-03	1.368315906705518392e+00	5.879024292691617859e+00	1.097290678973607270e-01	4.257883760167086788e-04	-1.358912956862209139e-03	-1.786467716951329167e-03	4.121040747552333697e-03	-2.380202314844392236e-02	1.025762588176130780e-01	-5.000553135509910613e-04	1.431782672786561855e-03	5.928916126030786288e-04	-1.019807304281887886e-02	1.339448259167871046e-02	5.738946374425599878e-02
2.556910716378652637e+00	4.294453775277707643e-03	1.410930859630976864e+00	6.075226080871970247e+00	1.096062453664370800e-01	4.396087917162756244e-04	-1.405556553878182981e-03	-1.847482894530538518e-03	4.247027632827297082e-03	-2.454274896017429389e-02	1.059994750676746672e-01	-5.182455596245689848e-04	1.476777595284749526e-03	6.228878407404604602e-04	-1.052552126698085878e-02	1.386693444317453790e-02	5.940512160760249433e-02
2.562707449216726996e+00	4.419438007934711407e-03	1.452712217796777061e+00	6.268875166070964511e+00	1.094805964695928086e-01	4.532154967211398907e-04	-1.451712741483281860e-03	-1.907813617819860332e-03	4.370362963303932313e-03	-2.526892752887901009e-02	1.093781456165426186e-01	-5.363520519437832900e-04	1.520963059941608927e-03	6.534892649427286081e-04	-1.084762906605014551e-02	1.433588993333032718e-02	6.140497711962809857e-02
2.568632719192802671e+00	4.541794678420432718e-03	1.493667667796588994e+00	6.459986053285624585e+00	1.093522560989848708e-01	4.666103326940585611e-04	-1.497383210239140250e-03	-1.967459825667121007e-03	4.491079458898867074e-03	-2.598069304712664548e-02	1.127125236284836074e-01	-5.543760547185201670e-04	1.564350757070630737e-03	6.846918842011899889e-04	-1.116445197878699822e-02	1.480139090630140306e-02	6.338919927156710932e-02
2.574681159255562957e+00	4.661560998398954145e-03	1.533806288092074199e+00	6.648577635893743398e+00	1.092213559110505605e-01	4.797955033026466126e-04	-1.542570506489307578e-03	-2.026422658866570189e-03	4.609214269529165846e-03	-2.667820399143800911e-02	1.160029388458521382e-01	-5.723190002261942331e-04	1.606953719979997003e-03	7.164909043666520608e-04	-1.147605422627753433e-02	1.526348561252736415e-02	6.535798535374592877e-02
2.580847583287007030e+00	4.778778022350878979e-03	1.573138374861760003e+00	6.834672713617561790e+00	1.090880241206423490e-01	4.927735302359607765e-04	-1.587277946415927834e-03	-2.084704354380566282e-03	4.724808373530316533e-03	-2.736164008291167016e-02	1.192497891771107238e-01	-5.901824680367654535e-04	1.648786131860149494e-03	7.488808557336150981e-04	-1.178250755248940081e-02	1.572222791528345848e-02	6.731155747577192983e-02
2.587126989528101273e+00	4.893490082976901731e-03	1.611675278181452509e+00	7.018297534187737163e+00	1.089523853380205132e-01	5.055472117114269979e-04	-1.631509533636355544e-03	-2.142308142846345749e-03	4.837906014665904232e-03	-2.803119942826054825e-02	1.224535326984739214e-01	-6.079681652425612424e-04	1.689863145816312799e-03	7.818557013751318294e-04	-1.208389013853258288e-02	1.617767653983445339e-02	6.925015927353916911e-02
2.593514562326778350e+00	5.005744266865370419e-03	1.649429249103969930e+00	7.199481360944080421e+00	1.088145604451740828e-01	5.181195836329171049e-04	-1.675269880832294537e-03	-2.199238150101420070e-03	4.948554179325005339e-03	-2.868709585115347335e-02	1.256146801082004549e-01	-6.256779078008189391e-04	1.730200718464550971e-03	8.154089361881166091e-04	-1.238028559383439614e-02	1.662989436860529829e-02	7.117405281799894790e-02
2.600005672414828162e+00	5.115589931084787642e-03	1.686413297932069622e+00	7.378256067838439236e+00	1.086746665078415497e-01	5.304938834910925046e-04	-1.718564135764580033e-03	-2.255499303289567291e-03	5.056802114560292674e-03	-2.932955641897602370e-02	1.287337876591017061e-01	-6.433136030655094888e-04	1.769815457206591483e-03	8.495336767840684297e-04	-1.267178202560738723e-02	1.707894778450135334e-02	7.308351573496890685e-02
2.606595875910826532e+00	5.223078260569651715e-03	1.722641063746129131e+00	7.554655762631445448e+00	1.085328167196089322e-01	5.426735170374749270e-04	-1.761397911902256230e-03	-2.311097241952832140e-03	5.162700886830092969e-03	-2.995881916607099835e-02	1.318114505830775551e-01	-6.608772335498201440e-04	1.808724481047765910e-03	8.842227424966055864e-04	-1.295847118644964831e-02	1.752490606336459464e-02	7.497883854030357176e-02
2.613280912235043552e+00	5.328261865531050412e-03	1.758126695059034628e+00	7.728716438515370157e+00	1.083891203745206422e-01	5.546620277149354183e-04	-1.803777223789693488e-03	-2.366038234380151133e-03	5.266302980672651207e-03	-3.057513101121997132e-02	1.348482970117293733e-01	-6.783708419384234644e-04	1.846945294622904426e-03	9.194687278850755636e-04	-1.324044769868289520e-02	1.796784081564497051e-02	7.686032219071993465e-02
2.620056701108642638e+00	5.431194417612535130e-03	1.792884741316401076e+00	7.900475653918283214e+00	1.082436828647770077e-01	5.664630687868680344e-04	-1.845708427183316873e-03	-2.420329099362141054e-03	5.367661936031973419e-03	-3.117874586443479881e-02	1.378449823887743231e-01	-6.957965173438614799e-04	1.884495674937468248e-03	9.552640671873926332e-04	-1.351780835303649508e-02	1.840782547656550500e-02	7.872827584711404592e-02
2.626919326751067985e+00	5.531930519567193963e-03	1.826930121859009493e+00	8.069972528293256175e+00	1.080966060116125421e-01	5.780803985741844210e-04	-1.887198229704747715e-03	-2.473977227325178680e-03	5.466832216956904293e-03	-3.176992408232020421e-02	1.408021893957550619e-01	-7.131564046610334691e-04	1.921393633764213174e-03	9.916011112656448589e-04	-1.379065195521984866e-02	1.884493544500488033e-02	8.058301744571018388e-02
2.633865082447301109e+00	5.630524614612896633e-03	1.860277765301002306e+00	8.237246303565964212e+00	1.079479868365277734e-01	5.895177743413716363e-04	-1.928253372875372070e-03	-2.526990131313739188e-03	5.563868130296027031e-03	-3.234892618840009421e-02	1.437206028519448786e-01	-7.304526042840017762e-04	1.957657069287136592e-03	1.028472096184827574e-03	-1.405907682434898685e-02	1.927924522012192457e-02	8.242486128982857985e-02
2.640890391071711640e+00	5.727031946889161312e-03	1.892942946515316915e+00	8.402337891548290472e+00	1.077979195504388671e-01	6.007790590208216116e-04	-1.968880993873265914e-03	-2.579375966586333179e-03	5.658824774309435812e-03	-3.291601873394888605e-02	1.466009367124510576e-01	-7.476872975487419649e-04	1.993304081812527669e-03	1.065869310414874682e-03	-1.432318325212704815e-02	1.971083175778554769e-02	8.425413253838077987e-02
2.647991850438985661e+00	5.821507506691617553e-03	1.924943813947709748e+00	8.565288445560813813e+00	1.076464943075319952e-01	6.118681168436984575e-04	-2.009088307335378954e-03	-2.631143079618997009e-03	5.751756993352552354e-03	-3.347146817337175173e-02	1.494439091458056035e-01	-7.648626456554908195e-04	2.028352636687771274e-03	1.103785048651565988e-03	-1.458307105622254525e-02	2.013977160778799083e-02	8.607115480542630592e-02
2.655166214938468272e+00	5.914006041300273395e-03	1.956306040721974560e+00	8.726139474742618418e+00	1.074937976185468269e-01	6.227888191463088223e-04	-2.048882637882139170e-03	-2.682300056222474468e-03	5.842719387239567359e-03	-3.401554103476318175e-02	1.522502445279181604e-01	-7.819808049277832173e-04	2.062820572395636463e-03	1.142211665186798619e-03	-1.483883970514580063e-02	2.056614126128878881e-02	8.787625164233625608e-02
2.662410389836287639e+00	6.004581881819629624e-03	1.987032233792954905e+00	8.884932671766685885e+00	1.073399124385544523e-01	6.335450302022628977e-04	-2.088271386264701265e-03	-2.732855674332641555e-03	5.931766138736660823e-03	-3.454850297628014183e-02	1.550206704356909826e-01	-7.990439196615538742e-04	2.096725548871738662e-03	1.181141601222816025e-03	-1.509058798352696032e-02	2.099001689119858738e-02	8.966974539722993853e-02
2.669721425471978105e+00	6.093288793833321650e-03	2.017137505889636806e+00	9.041709760123051609e+00	1.071849182616140400e-01	6.441405948161009649e-04	-2.127261999060318497e-03	-2.782818861208893966e-03	6.018950864798726028e-03	-3.507061796333077464e-02	1.577559149821081974e-01	-8.160541158569043418e-04	2.130085003376669915e-03	1.220567407808779677e-03	-1.533841370317946991e-02	2.141147412502545505e-02	9.145195621646569351e-02
2.677096511407171420e+00	6.180179849817217519e-03	2.046636832297749731e+00	9.196512359638150613e+00	1.070288912208497561e-01	6.545793275423027104e-04	-2.165861941707357321e-03	-2.832198654832847416e-03	6.104326489498585091e-03	-3.558214755680480512e-02	1.604567044695563716e-01	-8.330134957492035851e-04	2.162916113242085818e-03	1.260481764886268400e-03	-1.558241345604858066e-02	2.183058784779689371e-02	9.322320117810159457e-02
2.684532970580594480e+00	6.265307321213595994e-03	2.075545015864897813e+00	9.349381868708656285e+00	1.068719041924150737e-01	6.648650033841817675e-04	-2.204078674623377067e-03	-2.881004169219368062e-03	6.187945136554521414e-03	-3.608335030214059741e-02	1.631237613348282267e-01	-8.499241331127722725e-04	2.195235764793218147e-03	1.300877496871554947e-03	-1.582268240501356546e-02	2.224743203254066215e-02	9.498379354566272026e-02
2.692028253513935265e+00	6.348722588219115129e-03	2.103876657236264158e+00	9.500359361850414075e+00	1.067140269021247395e-01	6.750013498375009250e-04	-2.241919632170157137e-03	-2.929244563375263660e-03	6.269858039516356882e-03	-3.657448120974757938e-02	1.657578023613756613e-01	-8.667880692135128060e-04	2.227060527815542031e-03	1.341747585167789346e-03	-1.605931410880036270e-02	2.266207959565587002e-02	9.673404213151497177e-02
